clean_text,sentiment
got new follower yesterday yay need til,positive
ok shopping far fun unpacking bag,positive
book signing go lived wouldve came,neutral
got watch recommend kickass show phast,neutral
xmen movie pretty good kinda predictable point but good action sequence,positive
signed twitter yay,positive
wont kid sleep,negative
working hard drag not time tweet,negative
another song make cry cry day night long,negative
work till,neutral
worked tonight work cheesecake ate today pple diet dont quit not worth,neutral
tell chris stop making fun lizzie,negative
shep nope really want play aswell,neutral
oh good luck movie,positive
nuthin much gettin ready head bk wrk n u,neutral
sorry bad,negative
girl night portland,neutral
griffin spent yesterday nursing one only replace vodka wine japanese posh dinner,neutral
tom tour philippine please would awesome,positive
new follower pretty cool peep check em,positive
suck,negative
watching bleach,neutral
message book piercing appointment,neutral
fml still awake melatonin not working,negative
dang ldbf didnt give follow friday shot,negative
r random thing mind churnas chennai heat get assure u b often,negative
close tacosone spot late,negative
one paper left,neutral
im doppppe rock show le moshie moshhhh pit,neutral
grand indonesia mom n sister,neutral
good day jetsons come right finltstones missed today tho,neutral
straycat sorry no like people like dont feel well tummy,negative
pleasure hear kelli new project,neutral
im really borde dont know,neutral
goodnight twitter ill see hour sleep,neutral
toy story pwns,neutral
say find hard selling etsy sometimes discouraging,negative
yes yes networking fullestand girl rih next,neutral
meh try one commercial drive cat,negative
confused,negative
lol simpson se first day new school lisa fun bart dont,positive
attacked cola sticky,negative
aw,neutral
like,positive
download speed unlimited notice,neutral
okay new jonas episode awesome,positive
good morning everybody,positive
feel like cry one diamond earring fell ear bc loose cant find ive forever,negative
traumatized saddened baby squirells found abandoned sidewalk,negative
cant play solitaire lol update soon,neutral
actually need cleaning house,neutral
raining,negative
ew agreed,neutral
used but ago argument pretty sound trolley pusher,neutral
sad cut pink tree noticed left today get betos,negative
love unique accordion thief buff thank,positive
craving munchkins bad,negative
gurl woot,positive
first time week see clear blue sky,neutral
im gettin ready trip back dont wan na leave,negative
xox ur really smart,positive
xd si pero parece que la persona de facebook no estan de acuerdo probably wrong but tried,negative
talk ty time xbl im sure could manage,neutral
think friend life go around boyfriend not time u girl,negative
hate exam time want life back also want ability revise back ever ability,negative
someone bring milk cooky,neutral
stis doin fine bout,positive
love job,positive
promise bring back something moon,neutral
wake week funny deathcab make think use calendar track work hour,positive
watched pound maaaannnnnnnnn,neutral
know,neutral
proof heat good day wish hadnt spent bed,positive
wicked dvbs tuner card arrived although not sure ill able get set ready fa cup final tomorrow,negative
nvidia ionbased lenovo ideapad awesome fn key left ctrl make nonstarter though,positive
wh correspondants dinner rocked wanda sykes hilarious obama wasnt bad happy mother day mom,positive
not nor ever weigly north avoid drive home,negative
think wellure lucky,positive
video finally done wooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,neutral
ohh cute fishing peaceful daughter look focus,positive
punkrobot wtfwinter isnt due til monday freezing,negative
seen wolverine might want change pic there new sheriff town,neutral
firefox ok but opera ie footer not ok,neutral
shld say great phone,positive
requires python but yeah tweeted yesterday dont install,neutral
friday cant wait done work stuck till,negative
morning look like no nintendo gameboy phone,neutral
uff ble litt trist av lese den siste tweetsen din challenge prooved tough,negative
morrison come,neutral
always write holy word capital dude allah hafiz,neutral
there thought still get goldfish fair not seen year,neutral
ugly girl always insist making ugly face ugh,negative
make sure looking right game summary,neutral
saigon morning n hanoi,neutral
good morning tweet,positive
tps report,neutral
time bed hour,neutral
sorry disappoint,negative
jelz want house,negative
really ultra bored,negative
hmm vpn work fine oh wait dont need vpn anymore,positive
waiting line beast matthew wont riding,neutral
not really twitter mood today dont know,neutral
watching loudquietloud documentary ever awesome pixy realised joey santiago david lovering twitterer fantastic,positive
blame goose gotcha feelin loose blame tron gotcha zone michellethis fault lol,neutral
sitting waiting hoping lady would hurry hell hate moving super suck,neutral
dane cook sport arena tonight wish ticket,positive
today day leakycon awesome number but wish wasnt far away,positive
thanks tip otherinbox wont work outlook,positive
sorry listen bat gd dude never got tell but bat amazing,neutral
thank cant wait ummm btw ima crash still sick,neutral
watching said,neutral
grrh wii remote dead no multiplayer tonight,negative
need change way instead weak love shes great role model,positive
told people matter leave alone,negative
im going sleepies feel poorlies pissed night night tweeples,negative
going see star trak expecting noting but amazing,positive
headache,negative
thx sharing,positive
love dessert used live but live tx cant visit,positive
love big brother much,positive
checked commented,neutral
oh end html version day,negative
perhaps answer question lie deep wave ocean beach trip anyone,neutral
chicken beer good company make good night,positive
sooooooo bored textile,negative
hve fat kink neck maybe someone handsome massage later well see,positive
cloudy today,neutral
got back six flag wicked fun even tho almost died,negative
ahhh twitter havent seen day,neutral
like report tester new package synology diskstations,positive
need huge favor love anticipate text,positive
cotton candy milkshake,neutral
well arent kindest people world unfortunately no enquiry,neutral
haha need get better shape first cageball thursday dead sofa whole evening,negative
selling artwork risk game boy startrek needed good day,positive
staff meeting today joemoit wont travel safely well see tomorrow,positive
no problem dude get better soon cold well bleh,neutral
well fun evening,positive
thought people only went hounslow theyd gone wrong way didnt know anything,neutral
hanging bri,neutral
thats nice cousin left house daughter daddy girl sweet,positive
wish knew put throughshe stole heart never gave backand occasionally like like look,positive
agree work gorgeous day,neutral
good luck want new shoe ly x,positive
sad didnt get see rica leaf later today,negative
yeah but isnt prom germany although school almost everywhere,neutral
nothing much juss really bored hbu,negative
try height small car not much fun specially bumbpy country road haha,negative
lol awesome randoms following,positive
poor beta took seattle riding lap plane happy week long outagecold,neutral
not playing either,neutral
dream went evo fest but didnt,neutral
weve never heard anyone say like anything monday morning must early cup coffee two,neutral
know right but hopefully something come though,positive
daughter kindergarden,neutral
yea baby im gon na miss much,negative
four shot novacaine mouth right cheek totally numb booo,negative
doctor work hope fun condition show without,positive
thanks love good bargain,positive
barely hr sleep lord blessed feel like but came sore throat pumpin paper,neutral
tongue cheek mentalitiesthere another one take piss arab but long,negative
thanks love btw happy mother day mom,positive
yes nag twitter haha thanks lm,positive
happy trip,positive
well hopefully rest day get better,positive
man people hard reach ive stalking hr,negative
goodnight,positive
school blow look nice today thoughh,positive
im trying move get but hurt much,negative
went doctor physical including blood work eye doctor new glass,neutral
guess wasnt meant,neutral
im dragging low point slowly wine assist prob not v sensible but low dont hit often,neutral
sorry but dont see twitter user named,neutral
hey ian may din ako maybe well see not cuz diff school tayo hahaha la lang p,neutral
nvm lexis playlist working magic,positive
goodnight,positive
banged bloody foot ow,negative
hate headrush,negative
thanks dinno appreciate,positive
could tell gon na angry day,negative
think phone officially bit dust,negative
man weird mom cooking giving much nutrition but also much unladylike gas,negative
im done defending im going bed im gon na give mom happy mother day least ill try,neutral
let u know happens poor little guy,negative
good morning today last day freedom back work tomorrow im sorta stokednot stoked but well,neutral
lucky leg not like long take dry hair morning,neutral
son wtf bit hole bread god forsaken,negative
love stereosound hq headphone,positive
talented sam,positive
bahaha loving twitter last night drunk lol,positive
failure,negative
could get honour,neutral
not feeling good,negative
dangit got kiss album wrong color,negative
got phone lainey love life im taken,negative
hour later hav new telecom phone dosent work stupid telecom,negative
summer glau appear dollhouse next year still cant believe wont renew tscc,negative
ack fast forward right coldplay song,neutral
sad day found first scratch car,negative
thanks anita looking hosting look,positive
see later lovely lady good love million,positive
yay lol know felt gone,neutral
rip omar edward killed friendly fire nyc,negative
guitar aint yet feel like lost limb,negative
got haircut felt like guy last samuri forced ponytail cut,negative
nov th,neutral
not really stuck f but weather today might stay watch,neutral
crab boat mobile set go every night remind head bed,neutral
watched little today didnt know sick awesome nonetheless hope u feel better,neutral
thats weird seeing myspace page without delete page though,negative
love body tell u much sleep need always good mindful mealtime,positive
last day working uni today sad time,negative
pku meeting london day today one favorite pkuers jessie not pku leukemia hospital,negative
dont think tour went fast,neutral
agree start forgot news ht,neutral
goodnite sexy twiggas,positive
dont gloomygo get urself icecreamor ginwhichever,positive
wish grandmother taken u,positive
chilling baybee sarah love girl,positive
chillin wassup ayo cali day started idk u r but u gud day ya diggg,positive
may th happy star war day,positive
wishing happy mother day,positive
ammoxxx great day woman notice smile never disappeared face ha murray co owe,positive
grrrl sweetest child obviously great mom loved reading blog w msg kudos,positive
love fresh garden veggiesespecially tomato tiny apartment nonsunny patio,positive
family party,neutral
fun,positive
pfft go logic,neutral
gon na miss girlys soo super load wish wasnt going week wayy long,negative
sorry couldnt help twas try get trending topic,negative
hey found,neutral
specially youre already burneded wore mum shoe well im blistered suck ball,negative
lolbut arent ill tell monday lol,neutral
listen ftsk stop bordum haha day finished cry harold ha,negative
c hahaha agree im glad aiden tonight show greg got place,positive
ok finally starting hit draw but short game gone,negative
coldstone kayla fat guy but matter,positive
flew washington calfornia still gon na meet greet tomorrow,neutral
excited ysj summer ball wish one,positive
psychology class,neutral
elaine chandelier seriously dont know get door without sending crashing step,negative
congrats mine bird underdog kicking runner yesterday love seeing happen,positive
coolest foreign word english language need check number one amazing,positive
know no clean clothes either washer kitchen,neutral
back durango chaperoning party interesting catching internet surfing drinking woodchuck ha,positive
selling drumset sad day,negative
home carlsbad whole family mother day,neutral
im not frighten deathi like see boy leather go every year brilliant atmos,negative
vip bye bye beard,neutral
awh forgot pox hope get better soon,positive
like still upmaybe im drunk hell great time tonight crazy,positive
gon na eat pizza,neutral
hope get well soon,positive
getting ready school reading whats going set montepulciano practically cry cause im not,negative
soooo hungry right not lunch time,negative
good time haha ily christian mo gon na watch dazed confused ha also first time watching ha im lame,neutral
good morning twitter worldraining dingle hopefully mean busy day,positive
going home,neutral
dog farted bad,negative
almost tomorrow start km mud,neutral
really suck im supposed home couple day im not hate border visa,neutral
day without shower no end sight stuff toe,neutral
without whipped topping no shortcake,negative
thanks sharing anything coffee good im big fan cant live wo,positive
go father house notthat questiondomestic food people around v bedmy tv worlddont know,neutral
cant believe nice weather day stuck door day,negative
im sadd sancha june fail gon na chini,negative
fc finally time hate keep happening,negative
thanks forever curse make spend hour everytime go couldnt go tanning today,negative
haha cute beautiful u r cool miley,positive
cheer buttercup rain go away heart always mend actually bet,positive
uh oh,negative
im whiny right im annoying need get rest tonight movie night kidsitting,negative
day till th bday,neutral
skipping school like cool kid,positive
only way ill feel safe he finally jail stalker belongs,neutral
ever piss thought meant castingrelated not,negative
sucking abbreviation today sorry sentence look like eight year old typing lol,neutral
still no pool key wth even hot today,negative
thats im hooked,neutral
tyler perry hilarious think im bed though tweet ya morning goodnight,positive
thanks babe guess find right person one day til im better alone,positive
last looked hi back,neutral
get gd news god sake,negative
may source,neutral
early bird see,neutral
fiona sad wasnt enought room megans suitcase,neutral
hugh laurie mentioned follows twitter thousand idiot think idiot,negative
love metal gear solid valkyria chronicle,positive
thats good hear morning,positive
many thing but missed tweeting,negative
drunk hot suck,negative
hope everyone okay especially american affected fire swine fluhn okay pray,positive
hey sorry didnt see ur message,negative
living harlem say sure far pollution part nyc ive lived,neutral
love mom yo amo mi mama thank mommy ti amo con tutto il mio cuore happy mother day,positive
um k not close eye song always make cry bc mom gone but anyway,neutral
dont ask hoping today improvment rest week looking forward weekend weather,positive
oh no need new work shoesi broke one,negative
goodnight baby loll jk night,positive
sensor dont seem want last day,negative
cant believe wasnt following anatomy prac tmw tonight im structr lwr limb,negative
usher guy made mother day really awesome today thanks coming early prep surprise gift mom,positive
happy mother day mother,positive
want face somatic drawing david lanham want leopard theme somatic theme im sadim big fan,neutral
impossible watch full flash video mac,negative
windy rainy day,neutral
cleaning apartment keep making mess oh yeah hug person help come clean,neutral
crash drive alone besides cant crash got ta work lol,neutral
back sunny degree weather though,neutral
pase guess u like den hair cut short lol,neutral
especially pink one lol beautiful creature,positive
amazing tonight glad could share baby sunshine,positive
tired dont know,negative
cam sesh lined tomorrow c winner ill post screen shot lj friend only unless convince otherwise,neutral
way way way early amthanks benson,positive
cousin pick today not turn early,neutral
phil miss gracin ya presence havent much whats new,negative
sick tired sick tired,negative
happy mum day nellys shout,positive
watching ard earn money dissapear,negative
getting used getting cold but asthma paying,negative
im tired dont get sat lawn mower didnt push whole thing,negative
blogging yet miss writing,negative
treelined avenuebegins fade viewdrowning past regret tea cigarettesbut cant seem forgetwhen came along,neutral
hour sleep migraine wrong hate life,negative
ryaaaaaaaaaaaaan,neutral
thanking god elton allowing see new tw trailer since work blocked youtube lj,positive
hahaha sa una lang yan started minute ng k year ago,neutral
aww wish sun get tan walk go meee go meeee,positive
look like need local marketing person im booked gig vega day,neutral
think lost blog post,negative
thought u said twitter bellion,negative
finally got home get sleep great time friend,positive
got right know found wasnt coming cried really suck but im still happy headlining,neutral
preschooler bowl hundred weigh only lb today last day year,neutral
upset,negative
confused guyhes great but pushing away,neutral
today week yiha,neutral
feeling effect party last night drank far much chicken burger one lamb burger dance fair bit tho,neutral
ouch burnt arm grill,negative
heading bed tea finish breaking dawn,neutral
good stuff im great thanks x,positive
still stupidly sickcancelled philly trip sad day,negative
degree tear happy moment,positive
shelf ikea fell wall damage doneabout worth least thats estimate,negative
anyone want stop carls jr bring chicken club barely walk,negative
started saving tumblr draft happened week sad,negative
audition good but iam super nervous one virtue,neutral
got school goin cinncinatti wednesday,neutral
taking sad whole new level,negative
interested however low carbs next month mean no beer,positive
thx became ibm master inventor really enjoyed blog particularly vegan tag,positive
heya thanks accepting add,positive
getting one mentioned girl seem loss,negative
lady gaga tweeted not impressed video leaking know,negative
hate dreaming awesome party wake home jager party,negative
even bother getting new fonei break anywayfones dont floatespecially thrown pool,negative
lol zzzzy office im alone bay,negative
alarm watch pill name display functioning alzheimer patient wb key hear alarm ask noise,neutral
screaming like maniac but thing u couldnt scream ride sucked fun everything,negative
thanks okiebud get messagesorry content selected not currently available,neutral
welcome xuxu,positive
baseball game whoo hooo banquet yesterday hyhtt sooo fun,positive
thx tip figure one,positive
cant believe tila tequila ct didnt know upset,negative
lmao dont fake paris anymore look bio way cant log onto forum,negative
crab amazingwell long theyre not pant,neutral
hope fun tonight,positive
picked kid challenger last time,neutral
got hair rebonded korean place dude hair fin fried cut already chopping,negative
plan might gone window bit gutted,negative
given way kunal khemu etc starrers turn outthere high probability rather niche,negative
well need get motivation also homework essay lovely day,positive
dont mad please puppy dog eye,negative
least day,neutral
happy mother day show love beautiful amazing mom,positive
house bust house smelled like bowling alley maaad gross house needed new roof basement,negative
good morning pretty outside today,positive
nope het lostfound,negative
new need follower say tweet person lowest follower get shout u min,neutral
dont know,neutral
got stuck traffic jam today one sunburned arm,negative
way cp got work,neutral
pg night,neutral
yes bag goody lol,positive
atwork agree totally think though take point everton liverpool beat man city happy day,positive
love electro house,positive
wtf kinda best friend still havent met hubby depresses,negative
bloggerific ha nice try outright deny accusation but good luck,neutral
fine still playing infamous sorry hear thing ended,neutral
drink din w amy lori,neutral
hahaha well try ugly,negative
nd breakfast want food lol tweet breakfast youre loooooolding,positive
sadly no voice food faire academic pep rally need voice,negative
dubai enjoy sound idyllic geordiebird lost bikiniperfect holiday,positive
no miss engagement,neutral
fyou much willkommen im twitterland,neutral
sunshine back hair day new due,neutral
man icant send love bebo cuz im skoo comp ugh thiss suck,negative
ugh gone new phone screen black mean no texting,negative
look nice atleast haha,positive
yum chocolate sorbet barely even shared,positive
computer going ie xp ie vista still no show,negative
school boring,negative
yeah except spur arent champ like usually,neutral
hate window miss lovely ubuntu im nerd haha,neutral
youre mean youre gon na pizza tonight go,negative
havent got call,neutral
ditched school hate im taking huge dump hurt real bad,positive
started using branch,neutral
yes people skill social manner quite nice billion guess need love gently guide,positive
yay congratulation oh newly minted graduate youll let buy lunch iced chocolate plural celebrate,positive
hey home sleep cant believe weekend finished fast happy mother day good morning great sleep,positive
porridge taste cba today man,negative
messed hope day get better,neutral
read mom hope shes okay,positive
facebook group world leader,neutral
free free free pesky registration but enjoy,positive
cigarette relaxing,positive
princess hehehe barry killer u need pic,neutral
sooo im n im findin asthma,negative
start leave alonetough decision,negative
miss dear,negative
ducked ill back ga tomorrow,neutral
im not giving,positive
show twitaddicted get,neutral
complicated dream,negative
thanks well,positive
ah say nicest thing,positive
hahaha sadly one supposed done individually no chance social loafing lol,neutral
voice hurt no rock musical singing tonight,negative
thats okay didnt want watch shelby anyway,neutral
half want go sleep half dosent shoot half dying sleepiness,neutral
going chantal aunt,neutral
thanks alot stuck work,positive
agree,positive
feel great solving minor but long term problem d max maybe try animating avatar xd,positive
fantastic friend,positive
shes way stubborn right thanks caring though,neutral
gasp follower feel almost famous used think would famous grew one day lol oh well cheer norm peep,positive
u feel nerve tripped plastic telescope yesty fell wall head still hurt,negative
radio x going sport next month radio dead,negative
facebook farm town become slower slower,neutral
rock pooling cant believe get paid,neutral
nudge partner good birthday christmas want buy something gift,positive
cloudy day madrid typical spring day,neutral
really really itchy eye,negative
well tell didnt marry like maybe thats im stuck situation like,negative
good morning certainly,neutral
no idea im watching rafa running comp ever often check live score he third,negative
im really tired today,negative
better safe sorry glad everything okay,positive
im listening people saying eww current frog disection poor froggy,negative
made day,positive
kinda want smack darn skeleton though,negative
bad red devil disappointing say least,negative
fed pain,negative
hitting dock soon,neutral
tried phoning,neutral
well course envelope book need mail smallif fitwhat fun would,neutral
need break computer adios,neutral
went shopping lil deserve night town big city norfolk,positive
awake not want go work,neutral
school bored wanting go home,negative
well jag took way home training hope alternator,neutral
home didnt see bloody movie full booked but night museum fun though,neutral
happiest birthday kat,positive
got back sing loud concert amazing,positive
welcome back,neutral
im sorry saw shocked core,negative
wish cali wit mari nd lupita seeing vfc not fair,negative
still stay want,neutral
score two day get food stamp good cause want safeway pizza,positive
im listening wrong depeche mode,neutral
hella itchy,negative
per taylor dayne conversation official jealous,neutral
yst u burnt sorry back front burnt,negative
back worcester work week start friday,neutral
thank blast,positive
sad daylakers please make happy w,negative
jealous supposed go see seattle friend summer but bail work,negative
didnt realize animal kingdom close early today im stick exit traffic,negative
not like ups much today,negative
must adwancrd sense humor thats funny,positive
ive got yr home house theyre always bring friend hope blessed day,positive
ok job walmart cart pusher hope dont get sunburned,neutral
got today,neutral
awww well herejust casei not like perfect funny friend but im hehe,neutral
retweeting win att pantech matrix pro easy enter go,neutral
hurt sunshine weekend dont get play thats sad,negative
made six day row wout accident house pop took strange place didnt give time bfast,negative
morning sunshiines,neutral
im sucker great cottys,neutral
sad roommate fry chicken every night finished tonight batch,negative
pollard no denial truth,positive
omega tomorrow havent really planned anything make sure come itll awesome movein june st,positive
fort belvoir base hub stationed pentagon cant wait pug pup looooove mine,positive
thank much retweet x,positive
joined no one following,neutral
graduation pic,neutral
want go home see erin,positive
shopping tonight cant wait lucky already finished work im stuck forever,neutral
big shout home girl know,neutral
ppl smoke pot f n stupid instant turn drug general seriously,negative
miss dance friend,negative
gudluck,positive
cant join game private beta,neutral
seen who knocked top spot wefollow,neutral
ever respond ppl,neutral
meow yeah u better,neutral
badminton marathon tonight please cooperate foot,neutral
im missing one diamond earring make sad,negative
love wearing hood even though portsmouth usually get terrified look pensioner,neutral
well im obsessed wall but watched first one last night glorious get wand,neutral
new album bloody time,neutral
youre welcomeyou deserve,positive
got rundown,neutral
im glad wasnt real diver theory test failed got question right but min left lol x,neutral
sure hope youre great morning,positive
work go only day kiddos finish,neutral
locked house,neutral
gah forgot separate bin maybe bad idea,negative
ten buck say know going think islet know boulder still beach,neutral
sorry didnt get see,negative
maybe pas lay making illegal law abiding citizen wont get,negative
last drop thesis god let end today,neutral
thanks link geoff,positive
need hug pitching lackluster shortstop cant field big papi cant get mendoza line,negative
got caught rain people probably gunna watch smallville till fall asleep,neutral
modern liberalism misconstrued nd bible christ without crucifiction abstraction wo skin,negative
n e uterus u wan na rub lol ok u tell,neutral
bet mumbai indian today anyone take bet buck,neutral
really despair whole copyright situation visually impaired mean dont deserve read,negative
happy birthday whats better getting birthday greeting stranger little thats kid,positive
loving boy,positive
joined twitter community,neutral
somebody actually told lol,neutral
yeahhh lol,neutral
feel owe listen new album everything released chain since nice twitter,positive
morning amy xxxxxxx,neutral
big hair rock bank holiday monday always seems fitting imo,neutral
got pulled cop got warning,negative
aww must amazing brother,positive
geography revision earthquake boring,negative
subtly replacing penetration testing see but nobody caught yet,neutral
today check day week artist way hurray time celebrate another good completed journey,positive
recollecting jog almost perfect except unkown type hanging vehicle much mental noise only mile jog,neutral
came back seeing boat rocked amazingly cool movie definitely getting dvd,positive
there year waiting list get appointment,neutral
loved blog musicares event good work,positive
pretty flower john main brought lady nite,positive
saturday worst saturday ive age,negative
wish coming australia new zealand sticky tour ant,neutral
thank almost forgot hoe type keyboard long anway pc,neutral
chris pine please mine haha,neutral
desktop wallpaper like inside monitor,neutral
dont forget nash disappointing sun fan,negative
arm feel like really sore jello,negative
hope happens tomorrow ill providing dad get better take,positive
dizon little late but congratulation leah happy mother day,positive
im gon na life not good no exit hallway im stuck world,negative
im really thinking staying till tomorrow back philly nite but wan na stay bad,negative
sitting computer eating grape hailing outside miss summer,negative
oh pushing trend tonight awesome woefully behind ontdstartrek reading,positive
need follower,neutral
following people around though many webdesign twitter,neutral
use link start earning free cash sign get paypal cashouts minimum,neutral
omg jlo marc anthony old school graduation brb upset,negative
yay hope day work wonderful si bank holiday england today everyone work,positive
dragbut part come handy hee hee,neutral
oh thats cool thanks,positive
wan na vote miley cyrus mtv movie awardsbut dont know could somebody could send link thaank,positive
aww twiter miss today ill post little mea movie theaterahah soo coold,negative
im glad threw tantrum going but dont know well enough yet apologetic darn,neutral
eating pancake better day steviej,positive
pleasure murray,positive
star trek grtsat bggeting drunk,positive
finally roll time stop weird love,neutral
good luck week know youll handle grace,positive
dark berry mocha frapp heaven try everyone let pas,positive
bummer bad experience,negative
loved head heel one fave movie looked stunning last night,positive
iced coffee vanilla ice cream uber sick mix,negative
saddest movie ive ever seen,negative
yes thank,positive
repinging didnt go prom bc bf didnt like friend,negative
miss chatting,negative
im still waiting recontinue breathless scent lol,neutral
miss band much,negative
link sent tax relief web page,neutral
got back saw yr tweet pm monday mayday public holiday,neutral
im sorry youre bad day looking back need give someone knuckle sandwich,negative
im hungry,neutral
cant decide wht wan na rest dayi think may go bk sleep woe uugghh lol,neutral
final count bigger hair people,neutral
spgridview looking prettier but im pretty sure code ugly,neutral
jennah u tell jay said good night plz im asking nicely,neutral
dad ask year old son drinking,neutral
basket case mine miss going listen load,negative
dangit lsu w spot b lead southern intentionally not mentioning anything got jinxed anyhow,negative
cant wait watch tonight show evening last one jay,neutral
workworkwork,neutral
accept cant anything,neutral
inovera hi jakki thanks hug right back ya,positive
short work week,neutral
nooo not busy ever srsly pal im not yet familiar iphone twitter,positive
wait lied,negative
missed but ill see tonight,negative
heading relay belfast marathon,neutral
new comic posted introducing joe mini strip via cute mother day strip,positive
morning,neutral
need new phone,neutral
fiiiinaaalllyyy home driving day speeding ticket torential rain fun time,positive
oh friend know youre retract last statement thennnnnnnn,neutral
im sosososo sad seeing cory lamb hour love kid,neutral
aint got moment sorry,negative
tatteddddd,neutral
degree moving dallas hour,neutral
btw nathanfillion trying beat flight control score well maybe follow,neutral
lovely couple day friend wolverhampton least weather improved last day today call tomorrow,positive
think thats going but didnt time scan photo shop stuff work,neutral
u mean ur tired u go work u got ur wii work ur tired,neutral
flickr no longer recognize email address cant log,negative
oh no u must get lol mum still isnt convinced,negative
rofl rofl fun,positive
unopened pack goat cheese starin face starving din not til,neutral
haha good phone conversation cat lady youre gon na homeless didnt tell u coffee coming tomorrow,positive
sitting baby libby fever shes fussy,negative
got ta get early spend time mommy go work im bed goodnight twitter,positive
johnson good night,positive
mother day happy mother day mom,positive
forgot traffic heading foxford mayo lovely pontoon tomorrow,positive
let hope retirment not cancelled reason,positive
shipwrecked weekend license wasnt suspended got cancelled cant take risk driving no one life near,negative
listening last night underground screening awesome job,positive
officially kindergarten cop,neutral
morning blessed day,positive
nothinbg home jump shower street calling meeeeeeee tonight tell,neutral
wow trip tampa come end,positive
hate monday but love schedule hello digg reel,neutral
prob sold wanted see bday lol,neutral
excited taylor swift wednesday,positive
lucky girl tell kay,positive
fyi ruin hollywood closed last friday closing night,neutral
tonight last night apartment,neutral
shanwest im excited see u forever lil gettin married p u really get tattoo lol,positive
waiting picked aston morning,neutral
right,neutral
goodnight beautiful world sweet dream olive juice,positive
ahhh bank holiday slept late going dinner sister who real monica hahah im late il get cold dinner,neutral
sound good cant wait,positive
writing word newsbites,neutral
no trying interview dr paul twomey ceo icann phone issue cut interview min,negative
let no mri today neurosurgeon didnt order itwhich mean come back okc soon no nothing new,negative
ack no see either weird tweet mention but not timeline oh wait new twitter,negative
wnt yesterday wish u could go someday uu loove ya,positive
hate today,negative
man hate church done though like way make people feel good,neutral
really cool put topic twitter showif tweeter twittering twit u got luv,positive
ahahaha happens time poor angela,negative
got call chimp buddy want join party load prepare wow great cup tea first think erm,positive
sorry hear dude,negative
one people wrong world blame people great world living,negative
getting ready waiting cor picking josh movie dinner trailer perhaps baccck work tomorrow,neutral
take lot pic really pretty lot palm tree,positive
youre fine looking set neighbour must say lot compliment showered upon header graphic,positive
no love life guess im definately shooting good,positive
day planing work havent leave everything last minuet,neutral
stratus going bye bye today loved car high school,positive
im holding audrey mine erica bean bag thing,neutral
wan na see tonight but no one go whhhyyy,negative
go big plan thanks tonsil,negative
k much appreciated yeah sure challenge great reward wouldnt trade anything,positive
note self omelet better made butter not olive oil also doesnt like cooking spit napkin,neutral
never noticed,neutral
grandpa told feel useless said papa youre make happy somehow doubt helped,neutral
thanks awesome tweet leeloo glad enjoyed weekend,positive
unplugging rest day good one everybody,positive
weather back great shame wait delivery,neutral
tifullytragic london last night give hour im sure appear,neutral
aww happy mother day,positive
napppinggg work,neutral
michelleeeeeeeeeeeemybelleeeeeeeeeeeeeeeeee snif snif,neutral
c oh yeah point taken,neutral
phone acting crazy today missed tweeties update but fixed,neutral
happy mother day mom,positive
cry baby janes joplin munsay music but dont know wich day today,negative
coffee sociology paper complete happy mother day,positive
odd tried call mitchel musso but dosent work,negative
probably wasnt commandbet dont understand pay fantasy football either droids look,neutral
im no longer sophomore junior year bringing new thing ill hit check,neutral
belly speaking need food,neutral
xx dont leave u whats,neutral
yes must much fun sxsw guy pj party room,positive
kk awesome,positive
happy mother day hope great one harlow mom love youre awesome mommy,positive
fun friend house cuz know dont yard big enough firepit sniffle,positive
sighits always sad watch series finaleno green wing left watch,negative
saw tues last niiiighht amazzzing didnt even notice forgetting wordddss,positive
hey letter sent finally came back today ill stuff content letter send tomorrow,neutral
suck maybe youtube somewhere,negative
tgifi wish saying applied but work saturday,positive
shoot voted somehow looked boo hiss forgive great weekend arik,neutral
ill check thanks good luck book bella,positive
seperate yum together gross sounding,neutral
bug attacking laptop,negative
right ordered static ip set apologize not,neutral
thought mom year award nope tad bit selfish,neutral
men far sunny,negative
hope everything work school keep updated good day,positive
aww sry yesterday,negative
gorgeous mom happy mom daaay,positive
thats sure thats intentionally turn thought process silly,negative
im mad wont ughhh,negative
slept like log last night im full energy,positive
dreamt someone committed suicide w drip stand,neutral
only four full day left aussieland dont want go home,negative
happy mother day u not bein mamma yet lucky enough live life little st,positive
yupstill havent packed,neutral
yeh still weekend but get weekend anyways today full last day vacation time,neutral
im mad wasnt scarey,negative
oh look new house santa barbara hahha wish,positive
awoooogahhhhhh heheee hope get decently priced breakfast real quick david,positive
yes but,neutral
im waiting get back nambu stopped working,neutral
wish coming perth,neutral
tired tired tired think im getting sick,negative
live philippine honestly wan na live somewhere snow,positive
rent soon hope get home tonight though train problem,negative
kickass day full seaworld retarded year old guy xmen origin win day,positive
oh not anymore,neutral
renee b fa real n shay toilet night shlda knwn sumthin w whn didnt crd u scorpian bwl,neutral
beach ashley,neutral
upshot want hunt uhh well wish yall best luck tweeps,neutral
definitely following ive following creator feature since,neutral
think juz missed last bus need walk home sia,negative
driver ed dance,neutral
ah wait only go get u co mom tire nonlong distance till buy new one,neutral
fo sho im,neutral
thanks recommendation,positive
head hurt air freshner horriblel scent ever im super grossed,negative
cant get sound work dvd going watch mary poppins,neutral
